3.41486, -2.58215
1.21945, 12.7605
-0.811261, 7.8985
-0.269414, 15.9913
-1.03227, 5.18159
2.74445, 16.9945
10.6371, 4.1309
-0.768826, -0.735106
12.011, -4.10071
7.23762, 18.4451
4.98131, -2.15506
7.72843, -0.364659
9.58026, -7.98273
0.560168, 5.37874
14.2338, -2.07421
-7.55107, 18.0316
5.31176, 1.63041
-4.23883, 13.4722
7.42643, 8.54816
-2.70629, 17.8557
6.26393, 0.467316
-13.0553, 10.1657
6.01535, 11.5029
8.43813, 15.5234
12.4313, 9.05202
5.97214, 5.95418
-1.24668, 5.15023
5.28071, 14.5355
6.60469, -8.6939
-4.34443, 3.35607
-2.13203, -3.64778
-8.15666, 9.8012
12.6906, -8.47678
-8.35888, 0.773284
6.49749, 1.13805
-3.24639, 15.583
13.9122, 7.4351
0.213964, 8.98456
8.98041, 5.77279
-9.83846, 3.84058
2.33378, 2.51664
3.88442, 3.94358
5.37779, 8.08296
9.77186, 11.1432
2.66586, -4.60692
-5.27755, 6.08159
2.94467, 9.92649
-2.77651, 10.5725
0.924638, 9.72487
-6.99664, 0.533579
7.43698, 9.45442
-4.33269, 0.247524
6.84323, 0.596298
0.670034, 7.47521
0.724219, 7.32988
-5.1427, 10.9076
9.29136, 0.018932
7.91955, -3.37494
4.12025, 0.50406
5.16802, 7.89958
3.75698, 3.52572
2.22456, 8.13107
12.3324, -9.37568
-5.16899, 11.9358
-1.51727, 11.9424
-4.53318, 9.30475
10.0304, -4.69703
-6.68138, 15.1032
13.7444, -2.1344
11.5653, 11.0518
-2.45524, -0.61749
10.3949, 16.6099
18.5951, -3.54306
-5.13478, 6.03153
2.66932, -14.1556
-7.76117, 6.44256
6.21049, -10.895
5.41482, 9.89323
6.88141, 1.60691
5.03448, -0.449021
3.20487, -16.8727
1.17586, -4.13965
0.00386058, 2.7003
9.72449, -1.98003
-4.69561, -2.30698
8.73299, -6.40077
10.2775, -18.7463
0.780924, 5.51455
2.6862, -8.94784
-0.685753, 2.18589
15.3159, -15.1614
9.27357, -6.71933
7.48483, -1.54836
-0.461703, 5.58479
14.9097, 0.249037
-1.89974, 8.94153
12.7525, -0.815762
5.12816, -6.0316
6.53305, -14.4083
-9.2004, -2.75844
13.8438, -1.23418
-0.955284, -6.07172
4.4656, -5.8217
3.78162, -9.10957
15.0618, -6.8437
4.38777, 9.21075
18.9499, -9.94123
-0.465961, 1.93988
13.5582, -11.7408
-7.95055, -0.32257
16.0467, -0.395701
-1.78272, -3.70078
10.1499, -3.59252
2.58974, -9.19775
0.499957, -11.3374
-9.61373, 0.33886
5.53307, -0.171287
3.83256, -0.163165
18.0233, -16.1586
-1.35459, -1.82745
0.560229, -11.6393
-9.49265, -8.2302
14.726, -6.96617
-3.25378, -7.51897
0.551187, -2.9209
7.93687, -0.525178
-0.488196, -15.0832
-8.43843, 8.94401
6.83075, -2.99377
3.35534, 7.39976
-1.47295, -10.8733
-10.0179, 12.5386
18.2269, -5.3217
5.06089, 10.8134
9.709, 2.37427
5.89247, 18.7422
10.863, -5.56324
-8.46207, 0.802888
10.8882, 6.58991
-7.10038, -2.24342
5.63472, -6.66504
-8.87741, 7.32178
13.068, -4.83558
-0.639694, 14.1641
-1.97865, 2.77983
8.89635, 4.46772
15.7846, -7.02739
7.10632, 18.6129
17.155, 5.11856
-7.82932, 14.3977
8.28192, -1.72536
2.16541, 4.14755
17.0764, 4.41572
0.23003, 17.3724
19.0095, -4.36215
-3.74852, 2.05364
11.2865, 2.01818
10.9078, 4.93518
18.5266, -0.926808
2.91928, 7.73951
5.64488, 0.654182
5.45613, 17.6531
9.53073, 5.18315
-6.55952, 5.05886
-1.28149, 8.75133
-6.36495, 1.9154
3.96738, 6.59624
-13.2595, 8.07958
2.43365, 7.05617
-7.62265, 8.33042
-9.70241, -11.7311
-6.02512, 9.47265
-8.49804, 1.77594
-14.2381, 13.2968
1.75356, -5.8357
-19.0926, 16.1878
-3.74037, -16.8323
1.70245, -9.03859
-1.64437, 1.94434
-16.0984, -7.02587
3.18442, -0.847064
-11.4306, -0.0996806
8.47381, -15.877
-0.798187, 2.82637
4.4978, -13.4203
-8.68717, 1.46206
-6.0023, 0.0473453
0.214514, 8.50051
2.47383, -12.7466
-14.3854, 13.3892
-4.48207, 0.875405
-4.51798, 6.47174
-10.3378, -13.8488
-5.24836, -1.63314
0.412095, -17.6781
-0.365674, 10.6004
3.79948, -17.389
-13.1738, 9.13588
0.127432, 4.46909
-14.1681, -10.2817
-5.77607, -4.82704
0.365071, 2.87723
-12.5073, -5.69704
-17.3756, 3.27826
-2.98777, -11.0419
-6.84706, -1.90812
0.872854, -5.03883
-19.1808, 8.69638
-2.5286, -15.7848
-3.78648, 0.997547
3.96064, -7.33673
-14.2059, -0.608727
-2.16547, -16.294
-13.6505, -5.72566
3.02068, -11.3557
-1.4908, 1.39194
-4.50706, -12.71
-14.7201, -7.44049
-6.63918, -12.1849
-2.46105, 9.00198
8.17125, -14.8987
-7.62284, -5.1258
-9.59792, -5.87932
-8.59309, -4.28078
-12.2469, -0.810332
-12.6205, -1.47514
7.83494, -7.26336
-9.17116, -6.65651
-8.3078, 1.98987
-7.26881, 2.20169
-5.91998, -3.55298
-12.4903, -2.28694
2.16503, 0.644653
-22.7576, 7.16721
-4.96591, -0.137266
-16.2754, -3.30843
13.6436, -5.50669
-4.04956, 6.2769
15.8343, 2.33515
6.96426, 14.646
11.9481, 8.2664
-0.519121, 14.0342
9.57894, 3.16335
5.60911, 15.4496
7.53779, -1.14206
-3.3041, 9.56857
19.013, -6.7748
-7.72775, 17.1578
12.0951, -10.9637
-4.03193, 4.4614
0.478515, 0.799533
6.52129, 13.7586
2.64006, 9.48358
7.96775, 4.19
12.1832, 5.2907
4.62312, 1.29707
16.962, -9.99854
-6.14471, 9.17314
0.844948, 4.29033
-4.16157, 1.64341
8.84634, 8.56757
-0.411479, 5.42802
7.02753, 7.05724
-0.880677, 13.9916
18.1089, -9.00059
2.5516, 6.06764
6.90545, 8.65395
4.3225, 5.33492
11.9761, -4.40428
10.5461, 3.29225
1.58865, -8.72858
