0.341486, -0.258215
0.121945, 1.27605
-0.0811261, 0.78985
-0.0269414, 1.59913
-0.103227, 0.518159
0.274445, 1.69945
1.06371, 0.41309
-0.0768826, -0.0735106
1.2011, -0.410071
0.723762, 1.84451
0.498131, -0.215506
0.772843, -0.0364659
0.958026, -0.798273
0.0560168, 0.537874
1.42338, -0.207421
-0.755107, 1.80316
0.531176, 0.163041
-0.423883, 1.34722
0.742643, 0.854816
-0.270629, 1.78557
0.626393, 0.0467316
-1.30553, 1.01657
0.601535, 1.15029
0.843813, 1.55234
1.24313, 0.905202
0.597214, 0.595418
-0.124668, 0.515023
0.528071, 1.45355
0.660469, -0.86939
-0.434443, 0.335607
-0.213203, -0.364778
-0.815666, 0.98012
1.26906, -0.847678
-0.835888, 0.0773284
0.649749, 0.113805
-0.324639, 1.5583
1.39122, 0.74351
0.0213964, 0.898456
0.898041, 0.577279
-0.983846, 0.384058
0.233378, 0.251664
0.388442, 0.394358
0.537779, 0.808296
0.977186, 1.11432
0.266586, -0.460692
-0.527755, 0.608159
0.294467, 0.992649
-0.277651, 1.05725
0.0924638, 0.972487
-0.699664, 0.0533579
0.743698, 0.945442
-0.433269, 0.0247524
0.684323, 0.0596298
0.0670034, 0.747521
0.0724219, 0.732988
-0.51427, 1.09076
0.929136, 0.0018932
0.791955, -0.337494
0.412025, 0.050406
0.516802, 0.789958
0.375698, 0.352572
0.222456, 0.813107
1.23324, -0.937568
-0.516899, 1.19358
-0.151727, 1.19424
-0.453318, 0.930475
1.00304, -0.469703
-0.668138, 1.51032
1.37444, -0.21344
1.15653, 1.10518
-0.245524, -0.061749
1.03949, 1.66099
1.85951, 0.491694
-0.513478, 1.44715
0.266932, -0.573563
-0.776117, 1.48426
0.621049, -0.251497
0.541482, 1.82532
0.688141, 0.994691
0.503448, 0.787098
0.320487, -0.857271
0.117586, 0.414035
0.000386058, 1.09603
0.972449, 0.625997
-0.469561, 0.591302
0.873299, 0.179923
1.02775, -1.05663
0.0780924, 1.36746
0.26862, -0.0807838
-0.0685753, 1.03059
1.53159, -0.706137
0.927357, 0.136067
0.748483, 0.651164
-0.0461703, 1.36248
1.49097, 0.826904
-0.189974, 1.69415
1.27525, 0.716424
0.512816, 0.19284
0.653305, -0.646829
-0.92004, 0.516156
1.38438, 0.666582
-0.0955284, 0.180828
0.44656, 0.20383
0.378162, -0.126957
1.50618, 0.0976302
0.438777, 1.70108
1.89499, -0.216123
-0.0465961, 0.969988
1.35582, -0.400077
-0.795055, 0.739743
1.60467, 0.73043
-0.178272, 0.397922
1.01499, 0.406748
0.258974, -0.155775
0.0499957, -0.37174
-0.961373, 0.793886
0.553307, 0.740871
0.383256, 0.739683
1.80233, -0.861862
-0.135459, 0.569255
0.0560229, -0.413934
